Date,Type,Registration,Operator,Fatalities,Location,Latitude,Longitude
21-JUN-2016,Dornier 228-202,9Q-CSL,21-JUN-2016,0,Goma Airport...,-1.6648635,29.2381116
21-JUN-2016,Beech 200C Super King Air,OB-2104-P,21-JUN-2016,0,Lima-Jorge C...,-33.457663,-70.5471588
26-JUN-2016,Antonov An-2R,UP-A0273,26-JUN-2016,1,Bereke,43.373142,76.712074
27-JUN-2016,Boeing 777-312ER,9V-SWB,27-JUN-2016,0,Singapore-Ch...,1.357107,103.8194992
30-JUN-2016,Antonov An-2SX,RA-33462,30-JUN-2016,2,near Novopokrovsk...,51.75204,29.77012
07-JUL-2016,DHC-8-402Q Dash 8,HS-DQC,07-JUL-2016,0,Loei Airport...,17.4442856,101.724971
11-JUL-2016,Lockheed C-130H Hercules,16804,11-JUL-2016,3,Montijo Air ...,38.709524,-9.0269097
15-JUL-2016,Beech B200 King Air,N111MQ,15-JUL-2016,0,San Juan-Fer...,45.0759955,7.591176
20-JUL-2016,Cessna 208B Grand Caravan EX,B-10FW,20-JUL-2016,5,near Jinshan City...,30.744817,121.3372571
20-JUL-2016,Beech B200 Super King Air,N46CE,20-JUL-2016,0,Burnsville-M...,44.7677424,-93.2777226
22-JUL-2016,Antonov An-32,K2743,22-JUL-2016,29,near Chennai [Bay...,13.0836939,80.270186
28-JUL-2016,Gulfstream G650ER,N827DC,28-JUL-2016,0,Colorado Spr...,17.91598,-87.9659
01-AUG-2016,Beech C99,N234AV,01-AUG-2016,0,near Spanish Fork...,40.114955,-111.654923
01-AUG-2016,Canadair CL-415,F-ZBEU,01-AUG-2016,0,Ajaccio-Napo...,-0.9938,-77.81286
04-AUG-2016,Cessna 208B Grand Caravan,9N-AKC,04-AUG-2016,0,near Simikot,29.9728637,81.8201602
04-AUG-2016,Boeing 737-3H4 (WL),N368SW,04-AUG-2016,0,Baltimore/Wa...,-31.4695451,-64.2275978
05-AUG-2016,Boeing 737-476 (SF),HA-FAX,05-AUG-2016,0,Bergamo-Orio...,45.6695983,9.6724628
09-AUG-2016,Boeing 737-832 (WL),N3762Y,09-AUG-2016,0,New York-Joh...,43.5639104,-76.1176258
11-AUG-2016,Antonov An-2R,RA-17812,11-AUG-2016,0,Polyarnyj Ai...,47.30919,9.40295
14-AUG-2016,Beriev Be-200ES,RF-31121,14-AUG-2016,0,near São Pedro do...,-29.7090812,-53.8177128
14-AUG-2016,Beech 200 Super King Air,,14-AUG-2016,2,Orillas del ...,-16.4127602,-71.5552195
16-AUG-2016,Cessna 550 Citation II,YV3051,16-AUG-2016,2,near Charallave-Ó...,10.2456598,-66.8586608
24-AUG-2016,Tupolev Tu-204S,RA-64021,24-AUG-2016,0,Noril'sk Air...,69.3571535,88.173046
25-AUG-2016,Learjet 55,N666TK,25-AUG-2016,0,North Eleuth...,38.0418699,23.8070476
27-AUG-2016,Boeing 737-7H4 (WL),N766SW,27-AUG-2016,0,"near Biloxi, MS",30.374673,-88.8459433
10-SEP-2016,Embraer Phenom 100,PT-MMP,10-SEP-2016,0,Angra dos Re...,-23.0063966,-44.316326
17-SEP-2016,Antonov An-2R,RA-84566,17-SEP-2016,0,near Tatarskoye U...,55.452778,37.831389
17-SEP-2016,Cessna 208B Grand Caravan,CC-CTS,17-SEP-2016,0,Puerto Montt...,-41.4718121,-72.939621
22-SEP-2016,Learjet 25D,YV1738,22-SEP-2016,0,San Juan-Fer...,45.0759955,7.591176
24-SEP-2016,DHC-8-202Q Dash 8,N366PH,24-SEP-2016,0,Washington-D...,47.3979139,-122.3294327
25-SEP-2016,Learjet 31A,PK-JKI,25-SEP-2016,0,Jakarta-Hali...,-6.2471309,106.7893864
28-SEP-2016,Beech 1900D,ZS-PZE,28-SEP-2016,0,Beni Airport...,34.7960881,-1.9389338
30-SEP-2016,Cessna 208B Grand Caravan,HK-3804,30-SEP-2016,4,near San Antonio ...,40.7990423,-96.6927181
30-SEP-2016,Beech 1900C,N376SA,30-SEP-2016,0,Deadman's Ca...,54.1870072,-100.3073544
02-OCT-2016,Cessna 208B Grand Caravan,N208SD,02-OCT-2016,3,"near Togiak, AK",59.0619444,-160.3763889
03-OCT-2016,Cessna F406 Caravan II,OH-OTL,03-OCT-2016,0,Oulu Airport...,64.931546,25.3505677
09-OCT-2016,Embraer P-95B Bandeirulha (EMB-111),7103,09-OCT-2016,0,São Paulo-Ca...,-23.5503898,-46.633081
11-OCT-2016,Antonov An-26-100,RA-26660,11-OCT-2016,0,near Belaya Gora ...,68.53701,146.187286
11-OCT-2016,Beech 200 Super King Air,C-GFSB,11-OCT-2016,0,Bloodvein Ri...,51.7825305,-96.6918965
13-OCT-2016,Cessna 525B CitationJet CJ3+,N518AR,13-OCT-2016,0,Smithfield-N...,39.7253607,-82.5882724
14-OCT-2016,Cessna 208 Caravan I,N208KM,14-OCT-2016,1,Dunnellon/Ma...,29.0491426,-82.4609331
19-OCT-2016,Lockheed C-130B Hercules,FAC-1014,19-OCT-2016,1,near Apiay,4.0670735,-73.5725269
21-OCT-2016,Embraer C-95BM Bandeirante (EMB-110,2305,21-OCT-2016,0,Porto Alegre...,-30.0324999,-51.2303767
21-OCT-2016,Airbus A300B4-203F,PR-STN,21-OCT-2016,0,Recife-Guara...,-8.1868273,-34.9504481
24-OCT-2016,Swearingen SA227-AT Expediter,N577MX,24-OCT-2016,5,Malta-Luqa A...,35.8348109,14.50568
24-OCT-2016,DHC-8-402Q Dash 8,ET-ANY,24-OCT-2016,0,Dire Dawa-Ab...,9.5913193,41.8566373
??-OCT-2016,Cessna 500 Citation I,N888JL,??-OCT-2016,0,Wichita-Mid-...,50.9747778,-0.1155702
10-NOV-2016,MD-11F,D-ALCM,10-NOV-2016,0,Buenos Aires...,-34.6075682,-58.4370894
14-NOV-2016,Bombardier Challenger 300,N303CZ,14-NOV-2016,0,Panama City ...,8.9714493,-79.5341802
19-NOV-2016,Boeing 737-823 (WL),N832NN,19-NOV-2016,0,Saint Louis-...,38.6529545,-90.2411166
23-NOV-2016,Beech 200 Super King Air,N80RT,23-NOV-2016,0,near Moorhead Mun...,46.8393684,-96.6634858
24-NOV-2016,Dassault Falcon 7X,VQ-BSO,24-NOV-2016,0,London City ...,-34.6084595,-58.3748309
24-NOV-2016,Dassault Falcon 7X,VQ-BSF,24-NOV-2016,0,London City ...,-34.6084595,-58.3748309
27-NOV-2016,CASA/Nurtanio NC-212 Aviocar,U-623,27-NOV-2016,0,Pitu/Morotai...,-31.3999805,148.0947596
28-NOV-2016,Avro RJ85,CP-2933,28-NOV-2016,71,near Rionegro/Med...,4.6755668,-74.0651887
29-NOV-2016,Boeing 737-8HO (WL),9Y-SXM,29-NOV-2016,0,Georgetown-C...,51.4251421,-0.0881139
29-NOV-2016,Boeing 767-319ER,N767WA,29-NOV-2016,0,Georgetown-C...,51.4251421,-0.0881139
01-DEC-2016,Basler Turbo 67 (DC-3T),C-GEAJ,01-DEC-2016,0,Pickle Lake ...,51.4621301,-90.2266865
02-DEC-2016,Beech B100 King Air,N900RD,02-DEC-2016,0,Tyler-Pounds...,32.3198386,-95.2887064
03-DEC-2016,PZL-Mielec M28 Skytruck,P-4201,03-DEC-2016,13,near Tanjung Pinang,0.9236915,104.446094
04-DEC-2016,Cessna 500 Citation I,N332SE,04-DEC-2016,0,Gunnison-Cre...,38.5458246,-106.9253207
05-DEC-2016,Swearingen SA227-AC Metro III,N765FA,05-DEC-2016,1,"near Camilla, GA",31.249152,-84.242837
05-DEC-2016,Cessna 550 Citation II,N75WL,05-DEC-2016,0,near Port Aransas...,27.8332175,-97.0618324
07-DEC-2016,ATR 42-500,AP-BHO,07-DEC-2016,47,near Havelian,34.0519127,73.153453
10-DEC-2016,Boeing 737-46J,JY-JAQ,10-DEC-2016,0,Kabul-Hamid ...,34.5667125,69.2065009
12-DEC-2016,Beech A100 King Air,C-FONY,12-DEC-2016,0,Saint-Frédér...,54.3488453,18.651355
14-DEC-2016,DHC-8-402Q Dash 8,G-PRPC,14-DEC-2016,0,Manchester A...,53.3556291,-2.280281
16-DEC-2016,Bombardier CRJ-900ER,OY-KFF,16-DEC-2016,0,København-Ka...,55.6867243,12.5700724
18-DEC-2016,Boeing P-8A Poseidon (737-8FV),168763,18-DEC-2016,0,Okinawa-Kade...,52.37935,12.26656
20-DEC-2016,Boeing 727-2J0 (F),HK-4544,20-DEC-2016,5,near Puerto Carre...,29.952258,-90.0694209
21-DEC-2016,Beech B200T Super King Air,M41-03,21-DEC-2016,1,Butterworth ...,5.3934925,100.366304
23-DEC-2016,Airbus A320-214,5A-ONB,23-DEC-2016,0,Malta-Luqa A...,35.8348109,14.50568
25-DEC-2016,Tupolev Tu-154B-2,RA-85572,25-DEC-2016,92,near Adler,41.8663655,-87.6066259
26-DEC-2016,Airbus A340-313,OY-KBC,26-DEC-2016,0,København-Ka...,55.6867243,12.5700724
26-DEC-2016,Avro RJ100,SE-DST,26-DEC-2016,0,København-Ka...,55.6867243,12.5700724
27-DEC-2016,Boeing 737-85R (WL),VT-JBG,27-DEC-2016,0,Goa-Dabolim ...,15.3865713,73.8514049
29-DEC-2016,Cessna 525C Citation CJ4,N614SB,29-DEC-2016,6,near Cleveland-Bu...,41.9104016,-87.6414062
29-DEC-2016,Beech A100 King Air,C-FXAJ,29-DEC-2016,0,Moosonee Air...,51.2885362,-80.6138383
??-???-2016,Cessna 500 Citation I,N628BS,??-???-2016,0,unknown,6.4025899,43.398382
02-JAN-2017,Hawker 800XP,N910JD,02-JAN-2017,0,Scottsdale A...,33.4942189,-111.9260184
07-JAN-2017,Canadair Challenger 604,D-AMSC,07-JAN-2017,0,"near Muscat, Oman",23.5882019,58.3829448
13-JAN-2017,Beech B200 Super King Air,N795DE,13-JAN-2017,0,Five Point-A...,49.2571036,-123.1008894
19-JAN-2017,Beech 99A,N326CA,19-JAN-2017,0,Billings-Log...,49.48437,43.86125
23-JAN-2017,Beech C99,N216CS,23-JAN-2017,0,Durango-La P...,14.5577592,121.00214
26-JAN-2017,Grumman G-73 Mallard,VH-CQA,26-JAN-2017,2,"Swan River, ...",-31.9319845,115.9190544
27-JAN-2017,Beech 200T Super King Air,N60RA,27-JAN-2017,0,West Palm Be...,30.2408755,-87.7395318
07-FEB-2017,Saab 340A,C6-HBW,07-FEB-2017,0,Freeport-Gra...,42.2966861,-89.6212271
09-FEB-2017,BAe-125-800B,PT-OTC,09-FEB-2017,0,São Paulo-Gu...,-23.5506507,-46.6333824
09-FEB-2017,Cessna 208B Supervan 900,D-FSRT,09-FEB-2017,0,Illertissen ...,48.221764,10.1058969
15-FEB-2017,Canadair CRJ-701ER,N709PS,15-FEB-2017,0,Charlotte-Do...,35.2272086,-80.8430827
23-FEB-2017,DHC-8-402Q Dash 8,G-JECP,23-FEB-2017,0,Amsterdam-Sc...,-26.9059577,-49.0880211
23-FEB-2017,Let L-410UVP-E,OK-LAZ,23-FEB-2017,0,Isle Of Man-...,54.1936805,-4.5591148
25-FEB-2017,Raytheon 390 Premier IA,OM-TAA,25-FEB-2017,0,Salzburg-W. ...,47.7834311,12.9810857
28-FEB-2017,Beech B200 Super King Air,YVO173,28-FEB-2017,0,Caracas/La C...,-32.3000166,115.7439002
03-MAR-2017,Airbus A320-214,G-EZTV,03-MAR-2017,0,Manchester A...,53.3556291,-2.280281
08-MAR-2017,MD-83,N786TW,08-MAR-2017,0,Detroit-Will...,42.32259,-83.0948061
08-MAR-2017,Bombardier Global Express,C-FLGZ,08-MAR-2017,0,Hamilton Air...,49.1720117,-122.9654474
10-MAR-2017,DHC-6 Twin Otter 200,C-GQOQ,10-MAR-2017,0,Yalowega Lak...,68.21913,-135.01071
11-MAR-2017,Cessna 208B Grand Caravan,N865MA,11-MAR-2017,0,Kalaupapa Ai...,21.1902316,-156.9827646
14-MAR-2017,ATR 72-212A (ATR 72-600),C6-BFQ,14-MAR-2017,0,Nassau-Lynde...,50.71284,2.4207
17-MAR-2017,Basler Turbo 67 (DC-3T),C-FKGL,17-MAR-2017,0,near Pickle Lake ...,51.4648142,-90.1925284
20-MAR-2017,Antonov An-26B,S9-TLZ,20-MAR-2017,0,Wau Airport ...,7.7259985,27.97417
20-MAR-2017,Swearingen SA226-TC Metro II,N158WA,20-MAR-2017,0,Boise Air Te...,37.45127,116.31046
24-MAR-2017,Cessna 500 Citation I Sierra Eagle,N8DX,24-MAR-2017,1,"Marietta, GA",33.9528472,-84.5496148
30-MAR-2017,Antonov An-2T,YV1638,30-MAR-2017,0,La Paragua,-23.3165935,-58.1693445
01-APR-2017,Let L-410UVP-E9,5X-EIV,01-APR-2017,0,Yei Airport,4.1276877,30.7369544
08-APR-2017,Boeing 737-8H6 (WL),9M-MXX,08-APR-2017,0,Sibu Airport...,2.2645877,111.9822427
10-APR-2017,Boeing 757-21B,G-LSAI,10-APR-2017,0,Alicante Air...,38.5570769,-0.1035665
11-APR-2017,Gulfstream G450,N667HS,11-APR-2017,0,Salzburg-W. ...,47.7834311,12.9810857
14-APR-2017,Beech B200 King Air,N481HC,14-APR-2017,0,Richfield Mu...,44.8766431,-93.2877877
19-APR-2017,Airbus A320-232,HS-TXB,19-APR-2017,0,Bangkok-Suva...,-18.14161,178.44149
24-APR-2017,Beech 99A,N899CZ,24-APR-2017,0,Waukesha Air...,43.0342665,-88.1754997
29-APR-2017,Antonov An-26,CU-T1406,29-APR-2017,8,near San Cristobal,-32.9200139,-60.6780678
01-MAY-2017,Cessna 208B Grand Caravan,EJC-1130,01-MAY-2017,8,near Facatativá,4.8097329,-74.3541284
01-MAY-2017,Cessna 208B Grand Caravan,N803TH,01-MAY-2017,1,"Chignik, AK",56.2952778,-158.402222
05-MAY-2017,Shorts 330-200,N334AC,05-MAY-2017,2,Charleston-Y...,32.7876012,-79.9402728
22-MAY-2017,Cessna 208B Grand Caravan,N754KP,22-MAY-2017,0,"near Skagway, AK",59.6226362,-135.4094368
24-MAY-2017,DHC-6 Twin Otter 300,N708PV,24-MAY-2017,0,Perris Valle...,33.8529389,-117.2058768
24-MAY-2017,Cessna 208 Caravan I,N1265U,24-MAY-2017,0,Elfin Cove S...,58.1944444,-136.3433333
27-MAY-2017,DHC-6 Twin Otter 300,8Q-TMV,27-MAY-2017,0,Malé-Velana ...,4.1961894,73.5301042
30-MAY-2017,Antonov An-26,RF-36160,30-MAY-2017,1,Balashov Air...,51.5362116,43.2997763
30-MAY-2017,Dornier 328JET-310,N330BG,30-MAY-2017,0,Mogadishu Ad...,2.0349312,45.3419183
31-MAY-2017,Boeing 737-33A,PK-CJC,31-MAY-2017,0,Manokwari-Re...,-21.1,55.6
02-JUN-2017,Antonov TVS-2MS,RA-2099G,02-JUN-2017,0,Ulan Bator-C...,47.9184676,106.9177016
03-JUN-2017,Fokker F-27 Friendship 600,5Y-FMM,03-JUN-2017,0,Garbaharey A...,3.3226676,42.2127663
07-JUN-2017,Shaanxi Y-8F-200W,5820,07-JUN-2017,122,near Dawei,14.0797232,98.1990191
23-JUN-2017,Airbus A321-211 (WL),N315DN,23-JUN-2017,0,Atlanta-Will...,41.44503,-87.97866
27-JUN-2017,Antonov An-2R,UR-19717,27-JUN-2017,0,near Kiliya,45.4593566,29.2645546
02-JUL-2017,Canadair CRJ-701ER,N796SK,02-JUL-2017,0,Denver Inter...,52.4765095,13.4200277
04-JUL-2017,Gulfstream Aerospace G-1159A Gulfst,YV2896,04-JUL-2017,9,near Macanao,-12.1558653,-77.0220862
07-JUL-2017,Airbus A320-211,C-FKCK,07-JUL-2017,0,San Francisc...,-20.0992289,-45.296651
10-JUL-2017,Lockheed KC-130T Hercules,165000,10-JUL-2017,16,"near Itta Bena, MS",33.49512,-90.3198067
17-JUL-2017,Beech B200 King Air,LV-ZTV,17-JUL-2017,0,San Carlos d...,37.504936,-122.2618236
20-JUL-2017,DHC-8-106,C-FDWO,20-JUL-2017,0,near Val-d’Or,48.8567128,2.2165482
21-JUL-2017,Cessna 208 Caravan I,N802TW,21-JUL-2017,0,Lower East R...,45.4684139,-63.9924326
27-JUL-2017,Antonov An-2R,RA-40908,27-JUL-2017,0,"near Poltavskaya,...",45.366794,38.2115057
29-JUL-2017,Antonov An-74TK-100,UR-CKC,29-JUL-2017,0,São Tomé Isl...,51.54702,-0.10944
04-AUG-2017,Cessna 208B Grand Caravan,N9829B,04-AUG-2017,0,Mulino State...,45.2215112,-122.5820333
04-AUG-2017,DHC-8-202Q Dash 8,P2-ANK,04-AUG-2017,0,near Port Moresby,-9.4743301,147.1599504
05-AUG-2017,Lockheed P2V-5F Neptune,N410NA,05-AUG-2017,0,near Pocatello Ai...,42.8688613,-112.4401098
15-AUG-2017,Viking DHC-6 Twin Otter 400,306,15-AUG-2017,0,Iquitos-Coro...,11.0,-69.83333
15-AUG-2017,Boeing 757-223 (WL),N175AN,15-AUG-2017,0,New York-Joh...,43.5639104,-76.1176258
15-AUG-2017,Boeing 737-832 (WL),N377DA,15-AUG-2017,0,New York-Joh...,43.5639104,-76.1176258
16-AUG-2017,Let L-410UVP-E3,FAH-322,16-AUG-2017,1,Comayagua-Pa...,40.27245,-76.90567
16-AUG-2017,Cessna 208B Grand Caravan,G-CPSS,16-AUG-2017,0,Netheravon A...,51.2385525,-1.7935222
19-AUG-2017,Learjet 25D,YV3191,19-AUG-2017,5,near Naiguatá,10.6207423,-66.7396562
25-AUG-2017,Lockheed Hercules C.4 (C-130J-30),ZH873,25-AUG-2017,0,Temporary La...,39.3345381,-76.5763524
04-SEP-2017,Antonov An-2P,YV2195,04-SEP-2017,0,La Paragua A...,-25.2547321,-57.5216732
04-SEP-2017,BAe-125-700A,,04-SEP-2017,2,Hato Viejo,18.3652406,-66.7025093
05-SEP-2017,Antonov An-2R,YV2664,05-SEP-2017,1,Playa Linda,19.2144405,-96.176169
06-SEP-2017,BN-2A-26 Islander,PJ-WEA,06-SEP-2017,0,Sint Maarten...,52.7736657,4.7448352
09-SEP-2017,Learjet 31A,XA-ZYZ,09-SEP-2017,0,Ciudad del C...,22.426159,-83.7081864
10-SEP-2017,Antonov An-26B,9S-AFL,10-SEP-2017,0,Goma Airport...,-1.6648635,29.2381116
12-SEP-2017,Embraer EMB-120ER Brasilia,N121CZ,12-SEP-2017,0,Greeley-Weld...,40.4233142,-104.7091322
12-SEP-2017,Boeing 767-375ER,C-GHOZ,12-SEP-2017,0,Los Angeles ...,34.0536909,-118.242766
12-SEP-2017,Boeing 737-924ER (WL),N69813,12-SEP-2017,0,Los Angeles ...,34.0536909,-118.242766
13-SEP-2017,BN-2A-26 Islander,C6-FYP,13-SEP-2017,0,Nassau-Lynde...,50.71284,2.4207
13-SEP-2017,Canadair CRJ-200ER,N261PS,13-SEP-2017,0,Charlotte-Do...,35.2272086,-80.8430827
15-SEP-2017,Airbus A321-231 (WL),N137AA,15-SEP-2017,0,Bridgetown-G...,13.0977832,-59.6184184
15-SEP-2017,Boeing 737-8AS (WL),EI-DLV,15-SEP-2017,0,London-Stans...,51.5578059,0.1507945
21-SEP-2017,Cessna 650 Citation VII,TC-KON,21-SEP-2017,0,Istanbul-Ata...,43.3359572,76.953537
30-SEP-2017,Airbus A380-861,F-HPJE,30-SEP-2017,0,near southern Gre...,39.7089956,-84.0455194
30-SEP-2017,Airbus A321-231,N982VJ,30-SEP-2017,0,Washington-R...,47.3398505,-122.2145674
30-SEP-2017,Boeing 737-823 (WL),N841NN,30-SEP-2017,0,Washington-R...,47.3398505,-122.2145674
02-OCT-2017,Cessna 208B Grand Caravan,PT-WRZ,02-OCT-2017,0,Pará de Mina...,-1.9380985,-46.4908726
03-OCT-2017,Cessna 208B Grand Caravan,YA12303,03-OCT-2017,0,Nili Airport,33.7365547,66.1576281
04-OCT-2017,DHC-6 Twin Otter 300,8Q-ISB,04-OCT-2017,0,near Malé-Velana ...,4.1961894,73.5301042
04-OCT-2017,Antonov An-32B,AT-530,04-OCT-2017,0,Mazamari-Man...,53.48095,-2.23743
12-OCT-2017,Embraer EMB-120ER Brasilia,D2-FDO,12-OCT-2017,7,near Cuílo,-8.2369149,19.5246121
14-OCT-2017,Antonov An-26-100,ER-AVB,14-OCT-2017,4,near Abidjan-Feli...,5.4451707,-4.0602797
14-OCT-2017,Boeing 737-838 (WL),VH-VZZ,14-OCT-2017,0,Sydney-Kings...,-33.8746006,151.2224231
17-OCT-2017,Cessna 208 Caravan I,PR-MPE,17-OCT-2017,1,"Rio Negro, P...",-26.1047668,-49.7982766
19-OCT-2017,Beech 200C Super King Air,OB-2077-P,19-OCT-2017,1,near Nuevo Saposoa,-7.998585,-74.6339259
21-OCT-2017,Beech 200 Super King Air,C-GFSG,21-OCT-2017,0,Prince Alber...,18.5516007,-72.2734929
21-OCT-2017,Beech B200 King Air,N363JH,21-OCT-2017,0,Anchorage-Te...,38.6832625,-75.5831513
27-OCT-2017,Beech B200 Super King Air,VH-LNK,27-OCT-2017,0,Lord Howe Is...,-31.5540166,159.0856256
27-OCT-2017,Cessna 560 Citation V,N561VP,27-OCT-2017,0,Akron/Canton...,40.9152061,-81.4399242
30-OCT-2017,Boeing 767-338ER (WL),C-FOGT,30-OCT-2017,0,Toronto - Lo...,8.8748315,-73.9766442
02-NOV-2017,Swearingen SA227-AC Metro III,C-FLRY,02-NOV-2017,0,Thompson Air...,39.9663839,-75.3173447
06-NOV-2017,Cessna 208B Grand Caravan,C-FAKZ,06-NOV-2017,0,Coffee Creek...,38.8218766,-94.7156767
07-NOV-2017,Antonov An-2,RA-02305,07-NOV-2017,1,"Ekimchan, Am...",53.068481,132.940369
08-NOV-2017,Avro RJ85,ZS-ASW,08-NOV-2017,0,near Limpopo prov...,-23.9455932,29.4230201
09-NOV-2017,DHC-8-402Q Dash 8,C-GYJZ,09-NOV-2017,0,Toronto City...,43.6534817,-79.3839347
11-NOV-2017,Boeing 747-428FER,TC-ACR,11-NOV-2017,0,Maastricht/A...,50.8506064,5.7045632
15-NOV-2017,Cessna 208B Grand Caravan,5H-EGG,15-NOV-2017,11,Empakaai area,44.83141,9.41722
16-NOV-2017,DHC-6 Twin Otter 200HG,8Q-IAG,16-NOV-2017,0,Dhaalu Atoll,2.8349032,72.9319326
19-NOV-2017,ATR 72-212A (ATR 72-600),VH-FVZ,19-NOV-2017,0,Canberra Air...,-35.2870854,149.1439549
22-NOV-2017,Grumman C-2A Greyhound,162175,22-NOV-2017,3,near Okinawa,-33.5197498,-70.5887729
22-NOV-2017,Hawker Beech 390 Premier IA,ZS-CBI,22-NOV-2017,0,Johannesburg...,-26.205,28.049722
25-NOV-2017,ATR 72-212A (ATR 72-500),9G-SBF,25-NOV-2017,0,Accra-Kotoka...,5.6042894,-0.1679676
27-NOV-2017,Embraer EMB-550 Legacy 500,RA-02788,27-NOV-2017,0,Paris-Le Bou...,48.8206096,2.3214393
27-NOV-2017,Airbus A330-343,G-VRAY,27-NOV-2017,0,New York-Joh...,43.5639104,-76.1176258
27-NOV-2017,Boeing 777-36NER,SU-GDL,27-NOV-2017,0,New York-Joh...,43.5639104,-76.1176258
29-NOV-2017,Boeing 777-212ER,9V-SQK,29-NOV-2017,0,Singapore-Ch...,1.357107,103.8194992
02-DEC-2017,Boeing 777-35EER,B-16718,02-DEC-2017,0,Toronto-Pear...,43.658017,-79.4477054
08-DEC-2017,Airbus A321-231,A7-AIB,08-DEC-2017,0,Doha-Hamad I...,25.2805177,51.5315501
08-DEC-2017,GAF Nomad N.22C,VH-ATO,08-DEC-2017,0,Buka Airport...,-5.422064,154.6732294
13-DEC-2017,ATR 42-320,C-GWEA,13-DEC-2017,1,near Fond-du-Lac ...,43.7748763,-88.4458033
19-DEC-2017,Antonov TVS-2MS,RA-01460,19-DEC-2017,4,Naryan-Mar A...,67.6380175,53.0071044
27-DEC-2017,Cessna 525A CitationJet CJ2,N525KT,27-DEC-2017,0,Michigan Cit...,42.351838,-83.0628385
31-DEC-2017,Cessna 208B Grand Caravan,TI-BEI,31-DEC-2017,12,near Punta Islita...,9.8558699,-85.3713643
05-JAN-2018,Boeing 737-8CT (WL),C-FDMB,05-JAN-2018,0,Toronto-Pear...,43.658017,-79.4477054
05-JAN-2018,Boeing 737-8FH (WL),C-FPRP,05-JAN-2018,0,Toronto-Pear...,43.658017,-79.4477054
06-JAN-2018,Antonov An-2TP,YV1944,06-JAN-2018,0,La Paragua A...,-25.2547321,-57.5216732
07-JAN-2018,Cessna 208B Grand Caravan,5Y-FDC,07-JAN-2018,0+ 1,Akobo,7.434444,3.949722
09-JAN-2018,Embraer EMB-110P1 Bandeirante,C6-MIC,09-JAN-2018,0,Governor's H...,43.608941,-71.4255811
10-JAN-2018,Swearingen SA227-AT Merlin IVC,N561UP,10-JAN-2018,0,Rock Springs...,41.5869225,-109.2047867
17-JAN-2018,IPTN/CASA CN-235M-100,98-148,17-JAN-2018,3,Hodulluca Me...,45.50032,-69.24977
18-JAN-2018,Convair CV-580F,XA-TRB,18-JAN-2018,0,Brownsville-...,25.9140256,-97.4890856
20-JAN-2018,Embraer EMB-120ER Brasilia,5Y-CEI,20-JAN-2018,0,Mogadishu Ad...,2.0349312,45.3419183
20-JAN-2018,Let L-410UVP,UR-VTV,20-JAN-2018,0,Mogadishu Ad...,2.0349312,45.3419183
25-JAN-2018,Airbus A320,,25-JAN-2018,0,Berlin-Schön...,52.5487962,13.4593803
29-JAN-2018,Shaanxi Y-8GX-3,30513,29-JAN-2018,12,"Zhengchang, ...",30.492652,113.027973
21-FEB-2018,Cessna 208B Grand Caravan,G-BZAH,21-FEB-2018,0,Netheravon A...,51.2385525,-1.7935222
23-FEB-2018,Beech B100 King Air,C-GIAE,23-FEB-2018,0,Abbotsford A...,49.026039,-122.3750167
26-FEB-2018,Beech A100 King Air,C-GJXF,26-FEB-2018,0,Havre-Saint-...,42.3726744,-71.0385394
01-MAR-2018,Beech 200 Super King Air,YV1909,01-MAR-2018,0,Charallave-Ó...,10.2456598,-66.8586608
04-MAR-2018,Boeing 737-322 (SF),9S-ASG,04-MAR-2018,0,Lubumbashi I...,-11.7155791,27.4655786
12-MAR-2018,DHC-8-402Q Dash 8,S2-AGU,12-MAR-2018,51,Kathmandu-Tr...,-25.7863721,28.0785247
15-MAR-2018,Beech B200 Super King Air,YV3284 ?,15-MAR-2018,0,"near Blue Creek, ...",38.4507077,-81.4572167
16-MAR-2018,Beech C99,N213AV,16-MAR-2018,0,Hastings Air...,51.0117269,-114.0302071
17-MAR-2018,Canadair CRJ-200ER,C-FDJA,17-MAR-2018,0,Montreal-Pie...,-5.0601993,-38.9416733
20-MAR-2018,DHC-6 Twin Otter 300,N716JP,20-MAR-2018,0,"near Deadhorse, AK",70.2006973,-148.4598151
25-MAR-2018,ATR 42-500,F-GPYF,25-MAR-2018,0,Aurillac Air...,45.0286606,2.3412918
26-MAR-2018,CASA C-212 Aviocar,N217BH,26-MAR-2018,0,Sheridan Air...,36.2025283,-95.9041826
26-MAR-2018,CASA C-212 Aviocar 200,N107BH,26-MAR-2018,0,Sheridan Air...,36.2025283,-95.9041826
27-MAR-2018,Airbus A319-111,G-EZMK,27-MAR-2018,0,Murcia-San J...,37.6130578,-0.9899691
28-MAR-2018,Boeing 737-76J (WL),D-ABLB,28-MAR-2018,0,Tel Aviv-Ben...,32.0852997,34.7818064
28-MAR-2018,Boeing 767-3Q8ER,4X-EAK,28-MAR-2018,0,Tel Aviv-Ben...,32.0852997,34.7818064
29-MAR-2018,Swearingen SA227-DC Metro 23,CP-2459,29-MAR-2018,0,Riberalta-Ca...,-10.997338,-66.0751504
29-MAR-2018,ATR 72-212A (ATR 72-600),XA-UYY,29-MAR-2018,0,Mexico City-...,19.4326296,-99.1331785
29-MAR-2018,ATR 42-500,XA-UAV,29-MAR-2018,0,Mexico City-...,19.4326296,-99.1331785
